seed,pin_set,star-class,tidally-locked,day-length-hours,year-std-days,year-local-days,obliquity-degrees,obliquity-range,moons-admitted,refused-a-moon,total-tide,months-per-year-innermost,neighbor-count,brightest-neighbor-class,belief-kind,genesis-note-count,plate-count,ocean-fraction,mountain-coverage,band-count,habitable-fraction,unrest-coverage,dominant-land-biome,mean-land-temperature-c,settlement-count,mean-population,flagship-subsistence,flagship-biome,flagship-coastal,flagship-structure-size,endorheic-coverage,pantheon-size,cult-form,pantheon-verticality,head-deity-periodicity,goblin-flagship-roles,kobold-flagship-roles,goblin-flagship-population,kobold-flagship-population,goblin-flagship-surplus,kobold-flagship-surplus,goblin-flagship-coastal,kobold-flagship-coastal,goblin-settlement-count,kobold-settlement-count,head-deity-domain-goblin,head-deity-domain-kobold,pantheon-size-goblin,pantheon-size-kobold,cult-form-goblin,cult-form-kobold,blind-attribution-correct,phonotactic-validity-goblin,phonotactic-validity-kobold,epithet-honorific-goblin,epithet-honorific-kobold,name-length-goblin,name-length-kobold,name-collision-rate,head-deity-domain-goblin-twin,pantheon-size-goblin-twin,cult-form-goblin-twin,name-length-goblin-twin,pantheon-cyclic-share-goblin,pantheon-cyclic-share-goblin-twin,name-gloss-true,lexicon-regular-goblin,lexicon-regular-kobold,exposure-sound-goblin,exposure-sound-kobold,hue-depth-goblin,hue-depth-kobold,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,lexicon-regular-family,monophyly-goblinoid,clean-outgroup-kobold,inventory-closure-goblin,inventory-closure-hobgoblin,inventory-closure-bugbear,inventory-closure-kobold,divergence-magnitude-goblin,divergence-magnitude-hobgoblin,divergence-magnitude-bugbear,divergence-real,homophony-count-goblin,homophony-count-hobgoblin,homophony-count-bugbear,homophony-count-kobold,core-homophony-goblin,core-homophony-hobgoblin,core-homophony-bugbear,core-homophony-kobold,homophony-merger-share-goblin,homophony-merger-share-hobgoblin,homophony-merger-share-bugbear,homophony-merger-share-kobold,confusable-homophony-goblin,confusable-homophony-hobgoblin,confusable-homophony-bugbear,confusable-homophony-kobold,tone-count-goblin,tone-count-kobold,distinguishable-capacity-goblin,distinguishable-capacity-bugbear,distinguishable-capacity-kobold,refusal
221,default,yellow dwarf (G),false,20.926152,400.08031,458.84822,5.8368626,1.7625328,1,false,0.15472276,6.9862942,2,sun-like,cyclic,0,10,0.59005908,0.53257504,3,0.061276305,0.022948098,ice,-31.870806,52,314.34615,farming,temperate-rainforest,true,5,0.34087661,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",412,416,0.81,0.81,true,true,43,7,solar,lunar,4,3,organized,organized,true,true,true,true,false,14.196078,12,0.090909091,,,,,1,,true,true,true,true,true,4,2,6.0313948,3.3008179,0.043039891,8,0.27745355,0.40150872,32,true,true,true,true,true,true,true,7,1,5,true,2,2,9,7,0,0,0,0,1,1,1,1,0,0,0,0,1,1,243,144,16,
222,default,yellow-white dwarf (F),false,18.941659,673.91896,853.88798,0.88867418,3.5159265,1,false,0.18299827,7.9552777,5,blue-giant,cyclic,0,25,0.60448709,0.46139127,5,0.11784093,0.031687906,ice,-15.312055,74,327.66216,farming,temperate-rainforest,true,5,0.21597432,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",370,512,0.765,0.81,true,true,57,15,solar,lunar,5,4,organized,organized,true,true,true,true,false,15.119403,16.782609,0.086956522,,,,,0.8,,true,true,true,true,true,4,2,7.4516612,3.1928029,0.054880133,7,0.4082464,0.54287388,34,true,true,true,true,true,true,true,3,2,8,true,0,2,7,0,0,0,0,0,,1,1,,0,0,0,0,1,1,180,24,32,
223,default,yellow-white dwarf (F),false,22.823979,670.52836,705.07778,0.47640755,1.0041347,0,false,-0,,5,red-giant,eternal,0,16,0.67518676,0.47733935,3,0.076094917,0.025560275,ice,-20.269477,59,333.79661,farming,temperate-rainforest,true,5,0.16392334,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",377,457,0.72,0.72,true,true,50,7,solar,lunar,2,4,organized,organized,true,true,true,true,false,7.8333333,21.6,0.11594203,,,,,0.5,,true,true,true,true,true,4,2,7.3421689,3.2947829,0.050632293,12,0.19022924,0.65931839,32,true,true,true,true,true,true,true,5,0,5,true,5,0,10,0,0,0,0,0,1,,1,,0,0,0,0,1,1,21,40,88,
224,default,yellow dwarf (G),false,30.147436,240.52222,191.47676,11.000564,0.16680114,2,false,7.6931685,24.364428,2,sun-like,cyclic,0,33,0.65182364,0.44797364,3,0.18670963,0.041648357,tropical-seasonal-forest,13.720853,84,279.07143,farming,temperate-forest,true,2,0.26623195,8,folk,flat,cyclic,"farmer,chief","digger,shaper,keeper,elders",369,284,0.36,0.585,true,true,40,42,solar,lunar,8,7,folk,organized,true,true,true,true,false,13.821429,15.732143,0.20175439,,,,,1,,true,true,true,true,true,4,2,6.4984758,3.2404299,0.044407011,8,0.25452251,0.8191894,27,true,true,true,true,true,true,true,2,3,5,true,8,1,32,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,1260,24,168,
225,default,orange dwarf (K),false,21.869993,240.35096,263.75971,0.04521112,0.43637028,2,true,7.9873788,41.825923,2,blue-giant,cyclic,1,36,0.7001123,0.4769619,3,0.072213271,0.016014843,ice,-20.690344,48,320.58333,farming,temperate-rainforest,true,5,0.18967763,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",384,389,0.80309812,0.765,true,true,40,6,solar,lunar,8,7,organized,organized,true,true,true,true,false,11.178571,8.15,0.28205128,,,,,0.875,,true,true,true,true,true,4,2,6.8463196,3.4976491,0.042380743,9,0.31756757,0.7139761,37,true,true,true,true,true,true,true,4,3,6,true,0,0,2,5,0,0,0,0,,,1,1,0,0,0,0,1,1,90,124,96,
226,default,yellow-white dwarf (F),false,18.921527,547.38651,694.30317,23.355012,0.46923013,2,false,5.6326305,41.321278,5,sun-like,cyclic,0,10,0.66720375,0.44138791,5,0.17823837,0.014672135,alpine,10.902971,79,281.72152,farming,temperate-rainforest,true,5,0.26943955,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",419,483,0.72,0.675,true,true,43,34,solar,lunar,8,6,organized,organized,true,true,true,true,false,8.9152542,14.956522,0.19444444,,,,,1,,true,true,true,true,true,4,2,6.2532696,3.4024201,0.044284947,9,0.28337735,0.48561594,29,true,true,true,true,true,true,true,2,0,4,true,2,0,7,0,0,0,0,0,1,,1,,0,0,0,0,1,1,96,192,56,
227,default,yellow-white dwarf (F),false,25.767024,1027.2755,956.82807,1.8423476,0.20835796,2,false,1.2287834,71.310304,2,red-giant,cyclic,0,18,0.69115278,0.49087029,3,0.057052878,0.022777208,ice,-25.047033,50,309.34,farming,temperate-rainforest,true,5,0.26029563,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",449,434,0.72,0.72,true,true,41,7,solar,lunar,8,7,organized,organized,true,true,true,true,false,10.105263,12.809524,0.225,,,,,0.875,,true,true,true,true,true,4,2,7.0774254,3.3605335,0.043088716,10,0.19539957,0.77633471,31,true,true,true,true,true,true,true,2,2,5,true,3,1,7,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,324,40,88,
228,default,orange dwarf (K),false,35.061858,137.88647,94.383909,28.783505,0.069484389,1,false,3.9884499,12.040904,4,orange-giant,cyclic,0,11,0.5542454,0.48885481,3,0.18553782,0.015892779,alpine,10.919,90,282.73333,fishing,shrubland,true,2,0.22126075,5,folk,flat,cyclic,"fisher,chief","digger,elders",390,357,0.11337664,0.06,true,false,46,42,solar,lunar,5,5,folk,folk,true,true,true,true,false,13.714286,19.865385,0.11818182,,,,,1,,true,true,true,true,true,4,2,7.8122322,2.4500278,0.071041453,9,0.6175037,0.52137902,45,true,true,true,true,true,true,true,3,4,6,true,1,0,8,1,0,0,0,0,1,,1,1,0,0,0,0,1,1,576,48,28,
229,default,orange dwarf (K),false,38.895267,219.68892,135.55721,18.484291,4.9449905,0,false,-0,,5,blue-giant,cyclic,0,34,0.71141546,0.49217494,3,0.030906694,0.01879791,ice,-31.818487,35,302.51429,farming,taiga,true,5,0.28576263,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",404,344,0.675,0.81,true,true,30,3,solar,solar,2,2,organized,organized,false,true,true,true,false,8.3235294,17.571429,0.093023256,,,,,1,,true,true,true,true,true,4,2,5.8732817,3.1499535,0.037620233,8,0.28880805,0.72326575,30,true,true,true,true,true,true,true,0,5,4,true,2,5,5,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,144,40,72,
230,default,orange dwarf (K),false,24.297571,227.45345,224.66784,1.557239,0.11049088,2,false,7.4515068,68.455718,3,red-giant,cyclic,0,40,0.53058933,0.52194716,3,0.1671061,0.031492603,ice,-16.21832,79,342.10127,farming,temperate-rainforest,true,5,0.35609528,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,elders",473,546,0.765,0.1699124,true,true,57,20,solar,lunar,9,9,organized,folk,true,true,true,true,false,8.84,20.052632,0.22608696,,,,,0.88888889,,true,true,true,true,true,4,2,6.2745099,3.4169762,0.047190079,6,0.40056168,0.7275841,28,true,true,true,true,true,true,true,4,6,4,true,0,3,1,0,0,0,0,0,,1,1,,0,0,0,0,1,1,486,72,980,
231,default,yellow dwarf (G),false,34.414476,326.92655,227.99235,16.078256,0.95531229,2,false,3.2730996,32.737854,3,red-dwarf,ambient,0,38,0.55934769,0.45274238,3,0.20816855,0.018260827,ice,-8.6045224,91,318.20879,farming,temperate-rainforest,true,5,0.24099723,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",442,513,0.675,0.72,true,true,63,26,solar,lunar,8,7,organized,organized,true,true,true,true,false,6.1139241,13.95,0.34146341,,,,,1,,true,true,true,true,true,4,2,7.5220776,3.0020562,0.056784337,7,0.56260388,0.77973937,31,true,true,true,true,true,true,true,4,2,5,true,1,0,9,0,0,0,0,0,1,,1,,0,0,0,0,1,1,15,72,24,
232,default,orange dwarf (K),true,,231.80786,,23.4614,0.16678287,1,false,2.5636443,10.326685,2,orange-giant,ambient,0,26,0.74329867,0.39847836,locked,0.075704311,0.017089009,ice,-20.551858,35,329.54286,farming,temperate-rainforest,true,5,0.24973847,3,organized,ranked,eternal,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",343,445,0.71318725,0.76463525,true,true,19,14,solar,solar,3,3,organized,organized,false,true,true,true,false,12,18.65,0.10638298,,,,,0.66666667,,true,true,true,true,true,4,2,6.5199017,3.5962577,0.040525365,6,0.29538754,0.73624147,30,true,true,true,true,true,true,true,3,2,6,true,2,2,8,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,63,102,192,
233,default,orange dwarf (K),false,21.938989,179.65621,196.53363,25.161649,2.822385,1,false,0.7621031,6.5597442,5,sun-like,cyclic,0,18,0.58571359,0.50477313,3,0.17152483,0.02023827,ice,-11.837022,81,336.1358,farming,temperate-rainforest,true,5,0.22215675,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",468,474,0.765,0.72,true,true,62,17,solar,lunar,5,4,organized,organized,true,true,true,true,false,15.25,9.44,0.060606061,,,,,1,,true,true,true,true,true,4,2,6.9049779,3.2708227,0.051608808,9,0.36110784,0.69450276,36,true,true,true,true,true,true,true,1,1,3,true,0,1,4,0,0,0,0,0,,1,1,,0,0,0,0,1,1,99,56,36,
234,default,orange dwarf (K),false,16.325989,140.91944,207.15845,28.076439,2.6056712,1,false,0.7649949,9.2601498,4,blue-giant,eternal,0,19,0.61234803,0.509289,5,0.19410673,0.017479615,tropical-seasonal-forest,8.2240621,83,287.93976,farming,temperate-rainforest,true,5,0.25574658,6,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",509,347,0.72,0.72,true,true,40,41,solar,lunar,6,5,organized,organized,true,true,true,true,false,6.75,14.27451,0.16190476,,,,,0.83333333,,true,true,true,true,true,4,2,5.7922568,4.0220537,0.035349836,7,0.47924932,0.58145547,13,true,true,true,true,true,true,true,2,2,3,true,2,1,9,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,42,52,496,
235,default,yellow-white dwarf (F),false,25.921451,479.71306,444.1539,25.507012,0.18794853,3,false,5.8591218,34.291145,4,orange-giant,ambient,0,35,0.55585665,0.4743033,3,0.21190372,0.03937796,alpine,13.93944,97,273.21649,farming,temperate-forest,true,2,0.25070082,12,folk,flat,cyclic,"farmer,chief","digger,elders",464,274,0.36,0.06,true,false,46,49,solar,lunar,12,11,folk,folk,true,true,true,true,false,15.2,10.887324,0.26388889,,,,,1,,true,true,true,true,true,4,2,8.0587528,2.8845201,0.064694107,8,0.30346837,0.69870612,37,true,true,true,true,true,true,true,3,2,3,true,3,4,11,10,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1404,150,144,
236,default,yellow dwarf (G),false,36.398898,264.63459,174.48963,27.315076,3.5318164,1,false,0.40858016,6.9127641,3,blue-giant,eternal,0,25,0.56484058,0.48140252,3,0.23116547,0.010424296,alpine,18.729153,101,276.39604,farming,temperate-forest,true,2,0.33795231,6,folk,flat,cyclic,"farmer,chief","digger,elders",388,368,0.36,0.06,true,false,44,55,solar,lunar,6,5,folk,folk,true,true,true,true,false,8.625,13.276923,0.15447154,,,,,0.83333333,,true,true,true,true,true,4,2,6.9907863,3.0329379,0.052829452,7,0.25677419,0.71265466,33,true,true,true,true,true,true,true,1,2,3,true,6,0,3,5,0,0,0,0,1,,1,1,0,0,0,0,1,1,54,8,22,
237,default,yellow dwarf (G),false,35.430921,356.49923,241.48346,22.719551,3.3148945,0,false,-0,,2,red-dwarf,ambient,0,39,0.72948098,0.45149355,3,0.062985206,0.012011132,ice,-23.419248,50,336.04,farming,temperate-rainforest,true,5,0.19294288,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",523,473,0.765,0.71345723,true,true,40,8,solar,solar,2,1,organized,organized,false,true,true,true,false,9.5454545,13.7,0.035087719,,,,,1,,true,true,true,true,true,4,2,6.6426476,3.4520532,0.039597676,8,0.19998195,0.7002763,23,true,true,true,true,true,true,true,3,5,6,true,0,1,2,0,0,0,0,0,,1,1,,0,0,0,0,1,1,342,56,90,
238,default,yellow-white dwarf (F),false,30.106117,727.67778,580.09031,21.673963,0.67093705,1,false,0.34551392,11.828415,3,sun-like,cyclic,0,12,0.64515893,0.44368765,3,0.10687955,0.0080562473,ice,-18.099106,61,364,farming,temperate-rainforest,true,5,0.20694874,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",408,505,0.765,0.81,true,true,53,6,solar,lunar,5,3,organized,organized,true,true,true,true,false,12.52381,10.5,0.16455696,,,,,1,,true,true,true,true,true,4,2,6.850748,3.2780538,0.04728773,9,0.23391813,0.39256709,31,true,true,true,true,true,true,true,5,4,7,true,8,11,13,7,0,0,0,0,1,1,1,1,0,0,0,0,1,1,243,24,88,
239,default,orange dwarf (K),false,35.375534,131.46863,89.192918,22.362625,2.2769299,0,false,-0,,5,orange-giant,ambient,0,15,0.56144719,0.49821866,3,0.23150725,0.023436356,alpine,10.412049,93,292.09677,farming,temperate-forest,true,3,0.23641728,2,organized,flat,cyclic,"farmer,shaman,chief","digger,shaper,keeper,elders",291,443,0.405,0.585,true,true,45,46,solar,solar,2,2,organized,organized,false,true,true,true,false,13.204082,13.42,0,,,,,1,,true,true,true,true,true,4,2,6.0584502,3.5183153,0.046677408,6,0.32264529,0.65713263,26,true,true,true,true,true,true,true,5,7,6,true,4,0,1,8,0,0,0,0,1,,1,1,0,0,0,0,1,1,306,64,40,
240,default,yellow-white dwarf (F),false,18.255324,708.59513,931.57936,28.560354,0.96307252,1,false,3.4223921,28.914934,3,orange-giant,ambient,0,27,0.58644597,0.44344746,5,0.03461745,0.0436258,ice,-27.457118,40,257.55,farming,taiga,true,5,0.33447462,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",412,269,0.765,0.72,true,true,34,4,solar,lunar,5,5,organized,organized,true,true,true,true,false,9.9090909,16.928571,0.15,,,,,1,,true,true,true,true,true,4,2,6.7416228,3.3919661,0.050510229,8,0.2079693,0.71378351,26,true,true,true,true,true,true,true,2,0,3,true,0,2,10,3,0,0,0,0,,1,1,1,0,0,0,0,1,1,81,50,192,
241,default,yellow-white dwarf (F),false,25.757499,592.64559,552.20788,13.620779,3.1909816,1,false,0.21284666,10.131689,4,orange-giant,cyclic,0,20,0.6151311,0.48721852,3,0.18146087,0.011498462,tropical-seasonal-forest,14.759649,77,279.96104,farming,temperate-forest,true,3,0.35141135,4,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",419,426,0.405,0.06,true,false,36,39,solar,lunar,4,3,organized,folk,true,true,true,true,false,9.2045455,14.311111,0.10989011,,,,,1,,true,true,true,true,true,4,2,5.8632254,3.543225,0.044773204,8,0.18648906,0.70484351,23,true,true,true,true,true,true,true,3,6,4,true,4,0,2,6,0,0,0,0,1,,1,1,0,0,0,0,1,1,165,36,112,
242,default,yellow-white dwarf (F),false,35.344664,599.14352,406.83495,19.071255,3.7233468,1,false,0.30221406,9.1249679,5,sun-like,cyclic,0,36,0.5734095,0.52643928,3,0.17110981,0.024559348,ice,-14.400428,77,337.05195,farming,temperate-rainforest,true,5,0.24596543,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",472,500,0.675,0.81,true,true,56,19,solar,lunar,5,3,organized,organized,true,true,true,true,false,11.227273,17.16,0.13829787,,,,,1,,true,true,true,true,true,4,2,6.3522835,3.245782,0.046018261,8,0.35498455,0.7263385,26,true,true,true,true,true,true,true,5,5,4,true,2,3,6,22,0,0,0,0,1,1,1,1,0,0,0,0,1,1,108,36,20,
243,default,yellow-white dwarf (F),false,27.351071,814.95042,715.10217,19.613861,4.6097512,0,false,-0,,5,white-dwarf,ambient,0,22,0.70650847,0.38421228,3,0.10802695,0.030857868,ice,-12.877698,59,330.67797,farming,temperate-rainforest,true,5,0.22101148,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",387,415,0.72,0.81,true,true,42,15,solar,solar,2,1,organized,organized,false,true,true,true,false,11.804348,15.176471,0,,,,,1,,true,true,true,true,true,4,2,6.6390776,3.7902466,0.040867145,8,0.24205623,0.66126033,32,true,true,true,true,true,true,true,3,1,6,true,1,0,11,0,0,0,0,0,1,,1,,0,0,0,0,1,1,90,84,10,
244,default,orange dwarf (K),false,22.672506,212.66102,225.1125,2.3856523,0.19131325,2,false,3.7932537,16.16396,2,sun-like,ambient,0,33,0.69457058,0.46271281,3,0.13785948,0.052658562,tropical-seasonal-forest,13.676622,66,295.74242,farming,temperate-forest,true,3,0.25313724,8,organized,flat,cyclic,"farmer,shaman,chief","digger,elders",391,358,0.405,0.06,true,false,34,30,solar,lunar,8,7,organized,folk,true,true,true,true,false,7.4,21.431818,0.25,,,,,1,,true,true,true,true,true,4,2,6.6291105,3.4574273,0.042283092,9,0.23027736,0.78763762,38,true,true,true,true,true,true,true,2,2,7,true,3,0,5,0,0,0,0,0,1,,1,,0,0,0,0,1,1,30,24,8,
245,default,orange dwarf (K),false,31.531993,211.15178,160.71432,19.263144,0.0094147369,2,false,5.9826999,50.80772,3,sun-like,ambient,0,35,0.63095064,0.42892108,3,0.19496118,0.022386602,alpine,2.9720199,83,300.01205,farming,temperate-forest,true,5,0.2825296,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",358,319,0.63,0.63,true,true,57,24,solar,lunar,9,8,organized,organized,true,true,true,true,false,8.1333333,11.875,0.27118644,,,,,1,,true,true,true,true,true,4,2,6.3761005,3.4052105,0.045407939,8,0.36535027,0.64930563,24,true,true,true,true,true,true,true,4,0,6,true,7,0,13,4,0,0,0,0,1,,1,1,0,0,0,0,1,1,36,22,40,
246,default,yellow dwarf (G),false,33.954438,376.02937,265.78867,27.013969,0.074794919,2,true,2.131042,35.774761,4,red-giant,cyclic,1,39,0.68712465,0.50663233,3,0.044407011,0.031663493,ice,-26.801401,46,293.41304,farming,temperate-rainforest,true,5,0.22214419,9,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",358,296,0.72,0.675,true,true,36,8,solar,lunar,9,8,organized,organized,true,true,true,true,false,10.740741,7.9583333,0.2962963,,,,,1,,true,true,true,true,true,4,2,7.0371659,3.0382128,0.042600459,8,0.2911985,0.76774221,39,true,true,true,true,true,true,true,5,3,8,true,0,3,3,6,0,0,0,0,,1,1,1,0,0,0,0,1,1,126,60,60,
247,default,yellow dwarf (G),false,31.029857,370.37185,286.46359,23.097123,0.24987403,2,false,5.6336217,35.826848,2,sun-like,cyclic,0,30,0.50952102,0.50211538,3,0.20287095,0.019530296,ice,-11.235053,94,339.75532,farming,temperate-rainforest,true,5,0.3140212,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",522,520,0.75562142,0.765,true,true,68,24,solar,lunar,8,6,organized,organized,true,true,true,true,false,5.6666667,15.611111,0.21138211,,,,,1,,true,true,true,true,true,4,2,7.4022672,3.0368689,0.061764562,5,0.44582151,0.54863369,33,true,true,true,true,true,true,true,2,2,2,true,0,0,1,0,0,0,0,0,,,1,,0,0,0,0,1,1,72,60,36,
248,default,orange dwarf (K),false,26.306176,188.34617,171.83448,13.275649,2.1799548,0,false,-0,,4,red-giant,cyclic,0,24,0.59943362,0.5377255,3,0.18077731,0.010570773,ice,-11.558655,89,325.42697,farming,temperate-rainforest,true,5,0.27675524,1,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",479,433,0.765,0.765,true,true,63,24,solar,solar,1,2,organized,organized,false,true,true,true,false,20.276923,11.928571,0,,,,,1,,true,true,true,true,true,4,2,7.0560481,3.1135039,0.052658562,9,0.18649439,0.65463112,39,true,true,true,true,true,true,true,2,3,6,true,2,0,0,2,0,0,0,0,1,,,1,0,0,0,0,1,1,468,560,32,
249,default,yellow dwarf (G),false,19.146468,596.10333,747.21247,6.2658855,0.58315296,1,false,1.3200794,27.659342,3,red-giant,cyclic,0,30,0.68146087,0.434626,5,0.039402373,0.029661638,ice,-28.882054,36,293.91667,farming,taiga,true,5,0.23076334,4,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",362,373,0.7235223,0.58384971,true,true,33,1,solar,lunar,4,4,organized,organized,true,true,true,true,false,9.6097561,8,0.17307692,,,,,1,,true,true,true,true,true,4,2,7.0967676,3.3554275,0.043723451,11,0.17473942,0.78993376,30,true,true,true,true,true,true,true,3,4,8,true,2,0,10,0,0,0,0,0,1,,1,,0,0,0,0,1,1,27,96,64,
250,default,orange dwarf (K),false,29.066644,206.11063,170.18322,18.797679,0.88183951,1,false,1.1091109,8.1250151,2,red-dwarf,cyclic,0,15,0.64457302,0.42846349,3,0.16495777,0.025560275,tropical-seasonal-forest,12.23737,78,281.0641,farming,temperate-forest,true,2,0.23950821,5,folk,flat,cyclic,"farmer,chief","digger,elders",452,446,0.36,0.06,true,false,45,31,solar,lunar,5,4,folk,folk,true,true,true,true,false,10.036364,9.1025641,0.16666667,,,,,1,,true,true,true,true,true,4,2,5.8195877,3.689528,0.044919682,8,0.25661103,0.70942174,18,true,true,true,true,true,true,true,4,1,4,true,5,0,6,0,0,0,0,0,1,,1,,0,0,0,0,1,1,216,136,10,
251,default,yellow dwarf (G),false,17.907707,342.13896,458.53638,22.058952,0.43887436,2,false,7.0323444,57.372985,2,red-dwarf,cyclic,0,21,0.70069821,0.42887439,5,0.064987061,0.018773497,ice,-20.082218,52,297.5,farming,temperate-rainforest,true,5,0.21092985,8,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",481,476,0.72,0.72,true,true,43,7,solar,lunar,8,6,organized,organized,true,true,true,true,false,8.2711864,11.052632,0.24390244,,,,,1,,true,true,true,true,true,4,2,7.0207481,3.1268023,0.045700894,10,0.24502447,0.76434372,28,true,true,true,true,true,true,true,7,3,6,true,1,0,4,0,0,0,0,0,1,,1,,0,0,0,0,1,1,54,12,16,
252,default,yellow-white dwarf (F),false,19.892569,621.93429,750.35169,14.37998,1.0853225,2,false,2.5968237,28.16941,2,red-giant,ambient,0,24,0.51760168,0.5305668,5,0.098335042,0.017650505,ice,-23.11005,71,307,farming,temperate-rainforest,true,5,0.2742915,7,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",482,439,0.68028273,0.765,true,true,59,10,solar,lunar,7,6,organized,organized,true,true,true,true,false,11.520548,9.8636364,0.18367347,,,,,1,,true,true,true,true,true,4,2,8.0367213,2.6681818,0.068014257,8,0.43588057,0.70845947,46,true,true,true,true,true,true,true,4,1,4,true,2,4,3,0,0,0,0,0,1,1,1,,0,0,0,0,1,1,21,160,90,
253,default,yellow-white dwarf (F),false,19.496037,962.95409,1185.4152,33.679081,0.34331102,3,false,0.98765373,43.086338,2,sun-like,ambient,0,22,0.72335335,0.40345923,5,0.043357258,0.014012988,ice,-27.668065,35,285.17143,farming,taiga,true,5,0.17402047,11,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",303,293,0.72,0.765,true,true,29,4,solar,lunar,11,8,organized,organized,true,true,true,true,false,6.8431373,5.95,0.38666667,,,,,1,,true,true,true,true,true,4,2,6.2693706,3.912102,0.038816464,8,0.20861278,0.56761255,16,true,true,true,true,true,true,true,3,2,4,true,0,0,4,1,0,0,0,0,,,1,1,0,0,0,0,1,1,72,104,40,
254,default,yellow dwarf (G),false,23.862267,334.76974,336.70204,32.792481,1.185422,0,false,-0,,4,sun-like,ambient,0,38,0.61757238,0.55729333,3,0.13778624,0.016869293,ice,-12.543062,75,329.58667,farming,temperate-rainforest,true,5,0.22036387,2,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",364,418,0.72,0.765,true,true,60,13,solar,solar,2,2,organized,organized,false,true,true,true,false,18.25,15.941176,0.048192771,,,,,1,,true,true,true,true,true,4,2,7.0777142,3.0131275,0.047507446,9,0.26358123,0.77754607,39,true,true,true,true,true,true,true,1,1,6,true,1,1,8,4,0,0,0,0,1,1,1,1,0,0,0,0,1,1,90,592,192,
255,default,yellow dwarf (G),false,21.344978,405.90432,456.39323,18.609361,1.2745998,1,false,0.28265823,6.6010662,5,blue-giant,cyclic,0,31,0.66378595,0.43305257,3,0.11564377,0.024388458,ice,-13.368336,71,356.02817,farming,temperate-rainforest,true,5,0.16105141,5,organized,ranked,cyclic,"slave,farmer,artisan,shaman,chief","digger,shaper,keeper,elders",560,475,0.72,0.72,true,true,60,9,solar,lunar,5,4,organized,organized,true,true,true,true,false,9.9714286,21.352941,0.12359551,,,,,1,,true,true,true,true,true,4,2,7.8391908,3.2655698,0.049436063,11,0.40153936,0.74223474,32,true,true,true,true,true,true,true,2,2,6,true,2,0,2,0,0,0,0,0,1,,1,,0,0,0,0,1,1,81,8,264,
